qs,intents
"Envelope icon se message bhejne par history save hoti hai kya?", envelope_icon_usage
"Lead section mein email ya notification bhejne ke liye kya icon use hota hai?", envelope_icon_usage
"Kya envelope icon automation se linked hota hai in lead section?", envelope_icon_usage
"Envelope icon lead page par kaha hota hai?", envelope_icon_usage
"Lead ke client ko mail bhejne ke liye envelope icon kaise kaam karta hai?", envelope_icon_usage
"Lead section ka envelope icon sirf active clients ke liye kaam karta hai kya?", envelope_icon_usage
"Lead tab mein envelope icon kis module se connected hota hai?", envelope_icon_usage
"Lead section mein download icon kis liye use hota hai?", download_icon_usage
"Download icon ka kya purpose hai in the lead tab?", download_icon_usage
"Lead tab ke action mein download icon se kya hota hai update?", download_icon_usage
"Kya download icon se report ya file download hoti hai in lead section?", download_icon_usage
"Lead section mein download icon press karne se kya hota hai?", download_icon_usage
"How to use download icon in lead tab ka action area?", download_icon_usage
"Lead tab ke download icon mein konsay options hotay hain?", download_icon_usage
"What is the function of download icon in lead ka action menu?", download_icon_usage
"Download icon se client ki detail file milti hai kya?", download_icon_usage
"Lead tab ke andar download icon kis liye use hota hai?", download_icon_usage
"Download icon se PDF file generate hoti hai kya?", download_icon_usage
"Lead tab mein download icon kis format mein file deta hai?", download_icon_usage
"Download icon ka use karke report export kar sakte hain kya?", download_icon_usage
"Download icon se report download karna secure hai kya?", download_icon_usage
"Download button press karne se kaunsi file milti hai?", download_icon_usage
"Lead section ka download icon kis kis cheez ka export deta hai?", download_icon_usage
"Download icon se client details ka printout nikal sakte hain kya?", download_icon_usage
"Lead report ko download karne ka tarika kya hai?", download_icon_usage
"Lead action menu mein download ka kya function hai?", download_icon_usage
"Kya download icon se Excel file bhi mil sakti hai?", download_icon_usage
"Download icon lead section mein kya report deta hai?", download_icon_usage
"Download icon use karne par kaunsi file generate hoti hai?", download_icon_usage
"Kya download icon se history bhi export hoti hai?", download_icon_usage
"Download icon kis kis format mein file deta hai?", download_icon_usage
"Client ki detail download karne ke liye kya icon hota hai?", download_icon_usage
"Lead tab mein kaunsa icon report download ke liye hota hai?", download_icon_usage
"Download icon click karne se file kaha save hoti hai?", download_icon_usage
"Lead download icon ka use mobile app mein bhi hota hai kya?", download_icon_usage
"Download icon se bulk download possible hai kya?", download_icon_usage
"Lead section ka download option client ke data ka backup deta hai kya?", download_icon_usage
"Client ki project details download karni hain, kya karun?", download_client_project_details
"Kaise client ka data save kar sakte hain Lead tab se?", download_client_project_details
"Client ka full project detail PDF kaise milega Lead tab se?", download_client_project_details
"Lead tab se client ki report download karne ka tareeka kya hai?", download_client_project_details
"Project details ka PDF banane ke liye kya karna hoga?", download_client_project_details
"Client ki sari information download kaise hogi?", download_client_project_details
"Lead ka record PDF ya file mein kaise save karein?", download_client_project_details
"Download icon use karke client ke project ki file kaise save hoti hai?", download_client_project_details
"Lead ke data ka summary PDF kaise banayein?", download_client_project_details
"Client project details ka print nikalne ke liye Lead tab mein kya karna hoga?", download_client_project_details
"Client ki details report file ke format mein kaise milegi?", download_client_project_details
"PDF download karna hai client ke record ka, kya process hai?", download_client_project_details
"Lead tab mein client data export ka option kaha hota hai?", download_client_project_details
"Client ki info ko printable format mein kaise lein?", download_client_project_details
"Client ka proposal ya detail document kaise save karein?", download_client_project_details
"Lead tab se full detail report kaise nikaalein?", download_client_project_details
"Lead ke andar se client record PDF file kaise lein?", download_client_project_details
"Client ka complete summary PDF banana hai, kaise hoga?", download_client_project_details
"Lead section mein client data ka export option kahan hota hai?", download_client_project_details
"PDF ya Excel file mein client ki detail nikalne ka process kya hai?", download_client_project_details
"Lead tab ka download option client ki details de sakta hai kya?", download_client_project_details
"Client ka profile detail file mein kaise milega?", download_client_project_details
"Project ki summary report save karne ka method kya hai?", download_client_project_details
"Client project report ka file format download kaise hota hai?", download_client_project_details
"Client ka proposal document nikalna hai, kya steps follow karun?", download_client_project_details
"Client ke liye ek formal report chahiye, Lead tab se kaise banayein?", download_client_project_details
"Report banani hai client ke details ki, kaunsa option use karun?", download_client_project_details
"Client project ki PDF report email se pehle download karni hai, kya karun?", download_client_project_details
"Download option use karke detailed client record kaise milega?", download_client_project_details
"Client summary report download ka quick method kya hai?", download_client_project_details
"Where is the dashboard tab?", tab_location_info
"Dashboard kidhar hai?", tab_location_info
"Dashboard ka option kahan milta hai?", tab_location_info
"How to go to the dashboard section?", tab_location_info
"Dashboard dikh nahi raha, kahan hai?", tab_location_info
"Client tab kahan hai?", tab_location_info
"Clients section kahan milayga?", tab_location_info
"Client tab open kaise karun?", tab_location_info
"Client tab nahi mil raha, help karo", tab_location_info
"Mujhe client section ka location chahiye", tab_location_info
"Lead tab kahan hai?", tab_location_info
"Where can I find the lead section?", tab_location_info
"Lead section kidhar milta hai?", tab_location_info
"Lead tab open kaise hota hai?", tab_location_info
"Lead option kaunsa hota hai?", tab_location_info
"Inventory tab kahan milayga?", tab_location_info
"Inventory section kidhar hai?", tab_location_info
"Where to find the inventory tab?", tab_location_info
"Inventory ka button nahi mil raha", tab_location_info
"Inventory tab kaise dikhay ga?", tab_location_info
"To-do tab kahan hai?", tab_location_info
"To-do section kidhar gaya?", tab_location_info
"Mujhe to-do tab chahiye", tab_location_info
"To-do tab dikh nahi raha", tab_location_info
"Where is the to-do task tab?", tab_location_info
"tutorialss tab kidhar hai?", tab_location_info
"Where can I find tutorialss?", tab_location_info
"tutorials section kaunsa hai?", tab_location_info
"Mujhe tutorialss videos wali tab chahiye", tab_location_info
"tutorialss tab kaise access hoti hai?", tab_location_info
"Assalamualaikum! How can I assist you today?", greeting
"Hi there! How may I help you?", greeting
"Hello! Kya main aap ki madad kar sakta hoon?", greeting
"Hey! Need any assistance?", greeting
"Salam! Kya aap ko koi help chahiye?", greeting
"Good day! How can I support you?", greeting
"Hello friend! Aap kaise ho?", greeting
"Hi! Kya aap mujhe sun sakte hain?", greeting
"Assalamualaikum! Aap kaise madad chahiye?", greeting
"Hey there! How can I be of service?", greeting
"Salaam! Kuch poochna hai?", greeting
"Hello! I’m here to help you.", greeting
"Hi! Kya aap ko koi sawal hai?", greeting
"Assalamualaikum! Aap ki madad ke liye hazir hoon.", greeting
"Good morning! Kya main kuch madad karoon?", greeting
"Hey! Kya main aap ke liye kuch kar sakta hoon?", greeting
"Hello! Kya aap mujh se baat karna chahenge?", greeting
"Salam! Aap ki kya madad karoon?", greeting
"Hi there! Aap ka din kaisa ja raha hai?", greeting
"Assalamualaikum! Kisi cheez ki zarurat hai?", greeting
"Hello! How can I make your day easier?", greeting
"Hey! Aap ko koi mushkil hai?", greeting
"Good evening! Kya aap ko madad chahiye?", greeting
"Hi! Kya main aap ki koi raahnumai karoon?", greeting
"Salaam! Kya aap ready hain help ke liye?", greeting
"Hello! Mujhe batayein main kaise madad karoon?", greeting
"Hey! Kya aap ko koi guide chahiye?", greeting
"Assalamualaikum! Aap ki kya halat hai?", greeting
"Hi! Kya aap pehli baar yahan hain?", greeting
"Good day! Kya main aap ki madad kar sakta hoon?", greeting
"Client se call ho gayi hai, ab agla task kaise add karun?",add_next_task
"Meeting complete hogayi, next step kya hoga?",add_next_task
"Whatsapp call kiya tha, task update kaise karun?",add_next_task
"Call connect nahi hui, ab kya karun?",add_next_task
"Client se baat nahi ho pai, task me kya dalun?",add_next_task
"Abhi call back ka task banana hai, kaise karun?",add_next_task
"Voice call done, what’s the next action?",add_next_task
"I had a meeting, now how to move to the next task?",add_next_task
"Task complete hogaya, next wala kaise set karun?",add_next_task
"Client se deal hui thi, ab task me kya entry karun?",add_next_task
"Not connected multiple times ho gaya, ab kya status rakhu?",add_next_task
"Mujhe next task banana hai lead me, kaise karun?",add_next_task
"How do I log that the call didn’t connect?",add_next_task
"Whatsapp message ka task banana hai abhi, kahan se karun?",add_next_task
"Meeting ka status completed mark karna hai",add_next_task
"Sales wala task done ho gaya, ab kya dalun?",add_next_task
"Client ke sath WhatsApp call hui thi, task me kaise likhun?",add_next_task
"Can I update task status to completed?",add_next_task
"What’s the next step after this call task?",add_next_task
"Mujhe lead section me task ka naya entry karni hai",add_next_task
"Meeting ka result positive tha, agla task kya banaun?",add_next_task
"Task ka status callback set karna hai, kaise hoga?",add_next_task
"Voice call hua, aur ab mujhe next follow-up plan karna hai",add_next_task
"I need to enter a new task in lead, where do I go?",add_next_task
"Meeting ka follow-up set karna hai as task",add_next_task
"Client ne bola call tomorrow, ab task me kya likhun?",add_next_task
"Lead tab me completed task ka next step banana hai",add_next_task
"WhatsApp call hua, aur task ka status set karna hai",add_next_task
"Call ke baad kuch aur action lena hai, task me kaise likhun?",add_next_task
"Task complete mark kar diya, ab next kya?",add_next_task
"custom payment plan kesay add karun?",custom_payment_plan_inventory
"inventory me custom payment plan dalna hai, kaise karun?", custom_payment_plan_inventory
"property ke liye custom plan set karna hai, kya steps hain?", custom_payment_plan_inventory
"custom plan banana hai, inventory kaise use hoti hai isme?", custom_payment_plan_inventory
"custom payment inventory section me kaise hota hai?", custom_payment_plan_inventory
"mujhe ek custom payment plan create karna hai, kaise shuru karun?", custom_payment_plan_inventory
"property ke liye custom schedule banana hai, kaise set karun?", custom_payment_plan_inventory
"custom installment kaise set hoti hai?", custom_payment_plan_inventory
"inventory ke andar flexible payment plan kaise add karein?", custom_payment_plan_inventory
"ek naya payment plan banana hai, custom wala, steps kya hain?", custom_payment_plan_inventory
"custom payment method kaise apply karun?", custom_payment_plan_inventory
"inventory tab me payment plan customize karna hai, kaise hoga?", custom_payment_plan_inventory
"customized plan banana hai client ke liye, kahan se karun?", custom_payment_plan_inventory
"inventory tab me custom payment plan configure kaise hota hai?", custom_payment_plan_inventory
"kya process hai custom payment set karne ka?", custom_payment_plan_inventory
"inventory section me custom terms dalni hain, kaise karun?", custom_payment_plan_inventory
"custom payment plan create karna hai real estate ke liye, kaise karun?", custom_payment_plan_inventory
"mujhe apna plan banana hai client ke liye, inventory me kaise?", custom_payment_plan_inventory
"custom plan setup ka process kya hai?", custom_payment_plan_inventory
"custom schedule set karna hai, inventory me option kaunsa hai?", custom_payment_plan_inventory
"inventory me payment customize kaise hoti hai?", custom_payment_plan_inventory
"custom installment entry kaise hoti hai inventory tab me?", custom_payment_plan_inventory
"client ke liye alag payment structure chahiye, inventory me kaise add karun?", custom_payment_plan_inventory
"default ke ilawa custom plan banana hai, kya method hai?", custom_payment_plan_inventory
"inventory tab me naye custom plan ki entry kaise hoti hai?", custom_payment_plan_inventory
"custom payment plan save kaise hota hai?", custom_payment_plan_inventory
"inventory me manual payment plan kaise add karein?", custom_payment_plan_inventory
"client ke hisaab se payment kaise setup karein?", custom_payment_plan_inventory
"property me custom schedule dalna hai, inventory ka role kya hai?", custom_payment_plan_inventory
"custom plan banane ke liye fields kaun si fill karni hain?", custom_payment_plan_inventory
"client ki lead kaise change karen?", update_client_lead
"client ki lead update karni hai, kaise karein?", update_client_lead
"kya client ki lead ko edit kar sakte hain?", update_client_lead
"client ki existing lead replace kaise hoti hai?", update_client_lead
"lead information change karni hai for client", update_client_lead
"client ki lead update karne ka process batayein", update_client_lead
"client ki purani lead ko naye lead se kaise badlein?", update_client_lead
"client ki lead modify karni hai, option kahan hai?", update_client_lead
"lead ko client record mein edit kaise karte hain?", update_client_lead
"client ki lead details change karna hai", update_client_lead
"system mein client ki lead kaise update hoti hai?", update_client_lead
"client ki lead ko naye person se replace karna hai", update_client_lead
"client ki assigned lead ko badalne ka tareeqa batayein", update_client_lead
"kaise pata karein client ki lead change hui hai ya nahi?", update_client_lead
"client ki lead entry mein correction kaise karein?", update_client_lead
"client ki lead ko update karne ka form kahan hai?", update_client_lead
"client ke saath jo lead hai usko kaise edit karte hain?", update_client_lead
"client par assigned lead ko update kaise karein?", update_client_lead
"client ke liye lead name change karna hai", update_client_lead
"lead assignment mein galti ho gayi, kaise theek karein?", update_client_lead
"client ki lead list mein change karne ka option hai?", update_client_lead
"client profile mein lead ka naam kaise badla jata hai?", update_client_lead
"jo lead assigned hai client ko, wo kaise update karein?", update_client_lead
"client ke record mein naye lead ka naam dalna hai", update_client_lead
"client ki purani lead ko hata kar naye wali set karni hai", update_client_lead
"lead data client ke liye update kaise hota hai?", update_client_lead
"client lead info galat hai, usko sahi kaise karein?", update_client_lead
"lead change karne ki permission kaise milti hai for client?", update_client_lead
"client par naye lead assign karna hai, video tutorials hai?", update_client_lead
"client ki details mein lead change karna chahte hain, kaise karein?", update_client_lead
"client tab kya hota hai?", client_tab_info  
"client tab mein kya information milti hai?", client_tab_info  
"client tab ka use kya hai?", client_tab_info  
"client tab kis section mein hota hai?", client_tab_info  
"client tab open kaise karte hain?", client_tab_info  
"client tab ka layout kaisa hai?", client_tab_info  
"client tab mein kis kis tarah ka data hota hai?", client_tab_info  
"client tab mein filters kaise use karte hain?", client_tab_info  
"client tab mein clients ko kaise dekhte hain?", client_tab_info  
"client tab aur lead tab mein kya farq hai?", client_tab_info  
"client tab mein client search kaise karte hain?", client_tab_info  
"client tab mein naye clients kaise add hote hain?", client_tab_info  
"client tab mein client status kaise check hota hai?", client_tab_info  
"client tab ka data update kaise hota hai?", client_tab_info  
"client tab ka access kahan se milta hai?", client_tab_info  
"client tab mein sorting option kaise kaam karta hai?", client_tab_info  
"client tab kis user role ke liye visible hota hai?", client_tab_info  
"client tab mein history kis tarah dikhayi deti hai?", client_tab_info  
"client tab mein client ko edit karne ka option hota hai?", client_tab_info  
"client tab se client delete kar sakte hain?", client_tab_info  
"client tab ka interface kaise samjhein?", client_tab_info  
"client tab realtors ko kaise help karta hai?", client_tab_info  
"client tab mein duplicate clients kaise handle hote hain?", client_tab_info  
"client tab ke columns ka kya matlab hota hai?", client_tab_info  
"client tab se report kaise export hoti hai?", client_tab_info  
"client tab mein client ke notes kahan milte hain?", client_tab_info  
"client tab ke andar activity timeline hoti hai kya?", client_tab_info  
"client tab se client ka communication history kaise dekhte hain?", client_tab_info  
"client tab mein leads ka summary show hoti hai kya?", client_tab_info  
"client tab related koi training video hai kya?", client_tab_info  
"lead tab mein kya details hoti hain?", lead_tab_info  
"lead tab ka kya kaam hai?", lead_tab_info  
"lead tab kis liye use hoti hai?", lead_tab_info  
"lead tab ke andar kaun kaun se fields hoti hain?", lead_tab_info  
"lead tab open karke kya kya dekh sakte hain?", lead_tab_info  
"lead tab mein kis kis ka record hota hai?", lead_tab_info  
"lead tab se kya information milti hai?", lead_tab_info  
"lead tab mein leads ki list kaise dikhayi deti hai?", lead_tab_info  
"lead tab se kaun kaun se actions le sakte hain?", lead_tab_info  
"lead tab mein leads ko kaise manage karte hain?", lead_tab_info  
"lead tab se lead assign kaise karte hain?", lead_tab_info  
"lead tab mein lead search karne ka tareeqa kya hai?", lead_tab_info  
"lead tab kis module ke liye useful hai?", lead_tab_info  
"lead tab mein kis kis user ki lead hoti hai?", lead_tab_info  
"lead tab mein assigned lead kaise check karte hain?", lead_tab_info 
"What info is available in lead tab?", lead_tab_info  
"What is the purpose of lead tab?", lead_tab_info  
"Which fields are shown in lead tab?", lead_tab_info  
"What actions can we take in lead tab?", lead_tab_info  
"How to manage leads in lead tab?", lead_tab_info  
"How can I assign a lead from the lead tab?", lead_tab_info  
"How to search in lead tab?", lead_tab_info  
"Can we update lead in lead tab?", lead_tab_info  
"Who can view the lead tab?", lead_tab_info  
"How to check lead status from lead tab?", lead_tab_info  
"Is lead tab used for assigning clients?", lead_tab_info  
"How to filter records in lead tab?", lead_tab_info  
"Can we reassign lead from lead tab?", lead_tab_info  
"Where is client assign option in lead tab?", lead_tab_info  
"Does lead tab show lead entry history?", lead_tab_info
"What is inside the inventory tab?", inventory_tab_info  
"Can I search inventory using area or price?", inventory_tab_info  
"How to find specific inventory using filters?", inventory_tab_info  
"What are the fields shown in the inventory tab?", inventory_tab_info  
"Can I assign leads directly from the inventory tab?", inventory_tab_info  
"What is the use of the profile icon in inventory actions?", inventory_tab_info  
"How do I edit an inventory entry?", inventory_tab_info  
"Is it possible to delete inventory items?", inventory_tab_info  
"Can I search inventory by project city or location?", inventory_tab_info  
"Which types of inventory are listed in this tab?", inventory_tab_info  
"What does the inventory type and sub-type mean?", inventory_tab_info  
"Can I filter by lead status in the inventory tab?", inventory_tab_info  
"What’s the purpose of the pin location field?", inventory_tab_info  
"How many fields can I use to search inventory?", inventory_tab_info  
"What actions can be performed in the inventory tab?", inventory_tab_info  
"Inventory tab mein kya hota hai?", inventory_tab_info  
"Kya mein area ya price se inventory search kar sakta hoon?", inventory_tab_info  
"Filters use karke inventory kaise dhoondein?", inventory_tab_info  
"Inventory tab mein kaunsi fields dikhai deti hain?", inventory_tab_info  
"Kya inventory tab se direct lead assign kar sakte hain?", inventory_tab_info  
"Profile icon ka kya use hai inventory actions mein?", inventory_tab_info  
"Inventory item ko edit kaise karein?", inventory_tab_info  
"Kya inventory delete bhi kar sakte hain?", inventory_tab_info  
"Project city ya location se inventory search ho sakti hai?", inventory_tab_info  
"Inventory tab mein kis type ki inventory show hoti hai?", inventory_tab_info  
"Inventory type aur sub-type ka kya matlab hota hai?", inventory_tab_info  
"Kya inventory tab mein lead status filter hota hai?", inventory_tab_info  
"Pin location field kis kaam aati hai?", inventory_tab_info  
"Kitni fields se inventory ko search kar sakte hain?", inventory_tab_info  
"Inventory tab mein kaun kaun se actions perform karte hain?", inventory_tab_info  
"To do tab kaha hai",todo_tab_purpose
"What does the To Do tab show?", todo_tab_purpose
"What is the use of the To Do tab?", todo_tab_purpose
"Which tasks are visible in the To Do tab?", todo_tab_purpose
"What kind of leads are listed in the To Do tab?", todo_tab_purpose
"Does the To Do tab show today's tasks?", todo_tab_purpose
"Can I see tasks scheduled for today in the To Do tab?", todo_tab_purpose
"Which tab displays today’s upcoming tasks?", todo_tab_purpose
"Where can I view my next tasks for today?", todo_tab_purpose
"How do I see leads with tasks due today?", todo_tab_purpose
"Does the ToDo tab help manage today’s leads?", todo_tab_purpose
"Is today’s task list shown in the ToDo tab?", todo_tab_purpose
"What is the function of the ToDo tab?", todo_tab_purpose
"Where can I find today’s pending tasks?", todo_tab_purpose
"Does the To Do tab show tasks based on date?", todo_tab_purpose
"Where are today's scheduled tasks listed?", todo_tab_purpose
"To Do tab mein kya dikhai deta hai?", todo_tab_purpose
"To Do tab ka kya use hai?", todo_tab_purpose
"Kaun kaun se tasks ToDo tab mein hotay hain?", todo_tab_purpose
"To Do tab mein kis type ke leads show hote hain?", todo_tab_purpose
"Kya ToDo tab mein aaj ke tasks dikhte hain?", todo_tab_purpose
"To Do tab mein aaj wale kaam milte hain kya?", todo_tab_purpose
"Kis tab mein aaj ke next tasks dikhte hain?", todo_tab_purpose
"Aaj ke next tasks kahan show hote hain?", todo_tab_purpose
"Mujhe aaj wale tasks kahan milenge?", todo_tab_purpose
"ToDo tab se aaj ke leads milte hain kya?", todo_tab_purpose
"ToDo tab aaj ka schedule dikhata hai kya?", todo_tab_purpose
"ToDo tab kis kaam ka hai?", todo_tab_purpose
"ajh ka task kya hai?", todo_tab_purpose
"Kya ToDo tab date based tasks dikhata hai?", todo_tab_purpose
"Aaj ke tasks ToDo tab mein nazar aate hain kya?", todo_tab_purpose
"Where can I find tutorialss?", tutorialss_info  
"Are there video tutorialss available?", tutorialss_info  
"How do I watch tutorialss for inventory management?", tutorialss_info  
"Is there a step-by-step guide in the tutorialss?", tutorialss_info  
"Can I download tutorials videos?", tutorialss_info  
"Do tutorialss cover client lead management?", tutorialss_info  
"Are tutorialss updated regularly?", tutorialss_info  
"Can I get tutorialss for task management?", tutorialss_info  
"How detailed are the tutorialss?", tutorialss_info  
"Can tutorialss be accessed offline?", tutorialss_info  
"Is there a search option for tutorialss?", tutorialss_info  
"Who creates these tutorialss?", tutorialss_info  
"Are the tutorialss suitable for beginners?", tutorialss_info  
"Can I request new tutorialss?", tutorialss_info  
"Do tutorialss include examples?", tutorialss_info  
"tutorialss kahan milte hain?", tutorialss_info  
"Kya video tutorialss available hain?", tutorialss_info  
"Inventory management ke tutorialss kaise dekhein?", tutorialss_info  
"Step-by-step guide tutorialss mein hoti hai?", tutorialss_info  
"tutorials videos download kar sakte hain?", tutorialss_info  
"Kya tutorialss mein client lead management bhi hai?", tutorialss_info  
"tutorialss ko regularly update kiya jata hai?", tutorialss_info  
"Kya task management ke tutorialss hain?", tutorialss_info  
"tutorialss kitne detailed hain?", tutorialss_info  
"tutorialss offline access kar sakte hain?", tutorialss_info  
"tutorialss ke liye search option hai?", tutorialss_info  
"Ye tutorialss kaun banata hai?", tutorialss_info  
"Kya tutorialss beginners ke liye hain?", tutorialss_info  
"Naye tutorialss request kar sakte hain?", tutorialss_info  
"Kya tutorialss mein examples diye gaye hain?", tutorialss_info  
"Bye",goodbye
"Goodbye",goodbye
"See you later",goodbye
"Talk to you soon",goodbye
"Thanks, bye",goodbye
"Thank you, goodbye",goodbye
"I am leaving now",goodbye
"Catch you later",goodbye
"Have a nice day",goodbye
"Take care",goodbye
"I need to go",goodbye
"See ya",goodbye
"Bye for now",goodbye
"Later",goodbye
"I’m done here",goodbye
"Allah Hafiz",goodbye
"Khuda Hafiz",goodbye
"Phir milte hain",goodbye
"Ab ja raha hoon",goodbye
"Shukriya, Allah Hafiz",goodbye
"Thank you, Khuda Hafiz",goodbye
"Ab chalta hoon",goodbye
"Phir baat karenge",goodbye
"Jaldi milte hain",goodbye
"Apna khayal rakhna",goodbye
"Mein jaa raha hoon",goodbye
"Milte hain baad mein",goodbye
"Allah Hafiz, phir",goodbye
"Chalo, phir milte hain",goodbye
"Mein hoon yahan khatam",goodbye
"Completed task kahan milenge?", lead_task_location  
"Lead ke tasks kahan show hotay hain?", lead_task_location  
"Konse tasks complete ho chuke hain?", lead_task_location  
"Poora task list kahan dekh sakta hoon?", lead_task_location  
"Lead ke neeche wale tasks kahan hain?", lead_task_location  
"Completed tasks kaise check karun?", lead_task_location  
"Lead tab mein completed tasks kahan milenge?", lead_task_location  
"Lead ke tamam tasks ki list dikhao", lead_task_location  
"Ab tak kaunse tasks khatam ho chuke hain?", lead_task_location  
"Saray tasks ki status kahan milegi?", lead_task_location  
"Lead task ki tafseel kahan dekhi ja sakti hai?", lead_task_location  
"Lead tasks ki list aur status kaise pata karun?", lead_task_location  
"Completed aur pending tasks kahan show hotay hain?", lead_task_location  
"Lead tasks ki progress kaise check karoon?", lead_task_location  
"Is lead ke tamam mukammal kaam kahan hain?", lead_task_location  
"Where can I find the completed tasks?", lead_task_location
"Where are the tasks for this lead shown?", lead_task_location
"Which tasks have been completed?", lead_task_location
"Where can I see the full task list?", lead_task_location
"Where do I find the tasks under a lead?", lead_task_location
"How do I check the completed tasks?", lead_task_location
"Where can I view completed tasks in the lead tab?", lead_task_location
"Show me the list of lead tasks", lead_task_location
"What tasks have been finished so far?", lead_task_location
"Where can I find the status of all tasks?", lead_task_location
"Where can I see lead task details?", lead_task_location
"How can I find the list and status of lead tasks?", lead_task_location
"Where are the completed and pending tasks displayed?", lead_task_location
"How can I check the progress of lead tasks?", lead_task_location
"Where is the completed work under this lead?", lead_task_location
"Dashboard tab kis kaam ka hota hai?", dashboard_overview
"Dashboard kholne se kya pata chalta hai?", dashboard_overview
"Dashboard open karun toh mujhe kya nazar aayega?", dashboard_overview
"Dashboard par kya summary show hoti hai?", dashboard_overview
"Kya mujhe dashboard se leads ka idea milta hai?", dashboard_overview
"Dashboard mujhe sari summary ek jaga dikhata hai kya?", dashboard_overview
"Kya dashboard par total clients aur leads show hotay hain?", dashboard_overview
"Dashboard pe kya cheezein dikh rahi hoti hain?", dashboard_overview
"Dashboard se user ko kya faida milta hai?", dashboard_overview
"Dashboard se performance kaise check hoti hai?", dashboard_overview
"Dashboard kis type ka data show karta hai?", dashboard_overview
"Mujhe dashboard ka summary view chahiye", dashboard_overview
"Can I view all totals in the dashboard?", dashboard_overview
"What all can I track from the dashboard?", dashboard_overview
"What’s visible on the main dashboard screen?", dashboard_overview
"Tell me what the dashboard is used for", dashboard_overview
"Can the dashboard show client and lead totals?", dashboard_overview
"How does the dashboard help the realtor?", dashboard_overview
"Does the dashboard show important metrics?", dashboard_overview
"How can I use the dashboard effectively?", dashboard_overview
"Dashboard ke andar kya kya totals milte hain?", dashboard_overview
"Kya sab totals dashboard pe show hote hain?", dashboard_overview
"Dashboard pe mujhe clients aur inventory dikh rahi hai?", dashboard_overview
"Realtor dashboard kis liye use karta hai?", dashboard_overview
"Dashboard me kis kis section ka data hota hai?", dashboard_overview
"Give me details of what dashboard shows", dashboard_overview
"What’s included in the dashboard summary?", dashboard_overview
"Dashboard tab ka function kya hai?", dashboard_overview
"Dashboard open karne ka kya purpose hai?", dashboard_overview
"Kya dashboard real-time data show karta hai?", dashboard_overview
"How do I add a single client?", client_add_options
"Client tab mein single client kaise add karen?", client_add_options
"Can I add clients in bulk?", client_add_options
"Client ko bulk mein add karne ka tareeqa kya hai?", client_add_options
"Where is the option to add a new client?", client_add_options
"Client tab mein naya client add karne ka process kya hai?", client_add_options
"How to add individual client manually?", client_add_options
"Manually individual client add karna kaise hai?", client_add_options
"Is there a way to upload multiple clients at once?", client_add_options
"Kya ek file upload kar ke bulk clients add kar sakta hoon?", client_add_options
"Where do I upload file for bulk clients?", client_add_options
"Bulk client add karne ke liye file upload ka option kahan hai?", client_add_options
"What is the green + icon in client tab for?", client_add_options
"Client tab ke right side green plus icon ka use kya hai?", client_add_options
"What options are available under the + icon in client tab?", client_add_options
"Client tab mein + icon par kya kya options miltay hain?", client_add_options
"How to add client manually or in bulk?", client_add_options
"Manual aur bulk dono tareeqay se client add kar sakta hoon?", client_add_options
"Where is the add individual client option?", client_add_options
"Add individual client option client tab mein kahan milti hai?", client_add_options
"How do I upload a file to add multiple clients?", client_add_options
"File upload kar ke bulk clients add karna kaise hai?", client_add_options
"Can I add single and bulk clients from the same place?", client_add_options
"Kya single aur bulk clients ek hi jagah se add kar sakta hoon?", client_add_options
"What format should the bulk client file be in?", client_add_options
"Bulk client add karne wali file ka format kya hona chahiye?", client_add_options
"Client tab mein right side ka + icon kya karta hai?", client_add_options
"Client tab ke + icon mein kon kon se options hain?", client_add_options
"How to switch between adding individual and bulk clients?", client_add_options
"Individual aur bulk client add karne ke options switch karne ka tareeqa kya hai?", client_add_options
"Inventory mein lead kaise add karte hain?", add_lead_from_inventory  
"How to add a lead in inventory?", add_lead_from_inventory  
"Inventory mein lead client ko kaise assign karen?", add_lead_from_inventory  
"How do you assign a lead to a client in inventory?", add_lead_from_inventory  
"Inventory ke through nayi lead kaise add karte hain?", add_lead_from_inventory  
"How to add a new lead through inventory?", add_lead_from_inventory  
"Inventory mein already assigned lead kaise add karen?", add_lead_from_inventory  
"How to add an already assigned lead via inventory?", add_lead_from_inventory  
"Inventory system mein lead kaise create karte hain?", add_lead_from_inventory  
"How to create a lead in the inventory?", add_lead_from_inventory  
"Inventory ke andar lead client ko assign karne ka process kya hai?", add_lead_from_inventory  
"What is the process to assign a lead to a client in inventory?", add_lead_from_inventory  
"Inventory ke zariye lead ko client ke saath kaise link karen?", add_lead_from_inventory  
"How to link a lead with a client through inventory?", add_lead_from_inventory  
"Inventory mai new lead add karne ka tariqa kya hai?", add_lead_from_inventory  
"What’s the method to add a new lead in inventory?", add_lead_from_inventory  
"Inventory se existing lead ko client ko kaise assign karein?", add_lead_from_inventory  
"How do you assign an existing lead to a client through inventory?", add_lead_from_inventory  
"Inventory ke platform par lead kaise add karte hain?", add_lead_from_inventory  
"How to add a lead on inventory platform?", add_lead_from_inventory  
"Inventory mein lead assign karne ka best way kya hai?", add_lead_from_inventory  
"What’s the best way to assign a lead in inventory?", add_lead_from_inventory  
"Inventory mai lead add karte waqt kya steps follow karne hain?", add_lead_from_inventory  
"What steps to follow while adding a lead in inventory?", add_lead_from_inventory  
"Inventory ke through lead ko client ke naam par kaise assign karte hain?", add_lead_from_inventory  
